zona,area_quartos,enderecos_lista,aluguel
leste,35 m² construídos1 quarto,"Rua Andrade Réis, Moóca, São Paulo Zona Leste, São Paulo",2.550
leste,55 m² construídos2 quartos,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.200
leste,42 m² construídos2 quartos,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.100
leste,38 m² construídos2 quartos,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.000
leste,38 m² construídos2 quartos,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.000
leste,70 m² construídos1 quarto,"Rua Anália Franco, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",3.300
leste,42 m² construídos2 quartos,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.100
leste,60 m² construídos2 quartos,"Rua Claúdia, Vila Marieta, São Paulo Zona Leste, São Paulo",1.400
leste,48 m² construídos2 quartos,"Rua Antônio Valencia, Conjunto Habitacional Padre Manoel De Paiva, São Paulo Zona Leste, São Paulo",1.318
leste,53 m² construídos2 quartos,"Avenida Condessa Elisabeth De Robiano, Jardim América Da Penha, São Paulo Zona Leste, São Paulo",1.700
leste,36 m² construídos2 quartos,"Rua Tenente Coronel Soares Neiva, Vila Aricanduva, São Paulo Zona Leste, São Paulo",1.230
leste,190 m² construídos2 quartos,"Rua Mauro Pinheiro, Chácara Califórnia, São Paulo Zona Leste, São Paulo",2.910
leste,137 m² construídos3 quartos,"Rua Tanquinho, Tatuapé, São Paulo Zona Leste, São Paulo",4.500
leste,62 m² construídos2 quartos,"Rua Barão De Tatuí, Jardim Santa Adélia, São Paulo Zona Leste, São Paulo",1.916
leste,75 m² construídos2 quartos,"Rua Claraval, Jardim Tietê, São Paulo Zona Leste, São Paulo",2.910
leste,65 m² construídos2 quartos,"Rua Ibitirama, Vila Prudente, São Paulo Zona Leste, São Paulo",3.300
leste,185 m² construídos2 quartos,"Rua Albino Arilla, Vila Oratório, São Paulo Zona Leste, São Paulo",2.500
leste,150 m² construídos3 quartos,"Rua Edgar De Sousa, Vila Aricanduva, São Paulo Zona Leste, São Paulo",2.600
leste,42 m² construídos2 quartos,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.100
leste,38 m² construídos2 quartos,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.000
leste,75 m² construídos2 quartos,"Rua Doutor Pelágio Marques, Vila Matilde, São Paulo Zona Leste, São Paulo",1.300
leste,45 m² construídos2 quartos,"Rua Santo Henrique  1028, Vila Ré, São Paulo Zona Leste, São Paulo",1.300
leste,25 m² construídos1 quarto,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",1.490
leste,49 m² construídos2 quartos,"Av.aricanduva, 9340, Jardim Colonial, São Paulo Zona Leste, São Paulo",1.400
leste,25 m² construídos1 quarto,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",1.490
leste,30 m² construídos1 quarto,"Rua Serra De Juréa, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",1.370
leste,20 m² construídos1 quarto,"Rua Conde Prates, Parque Da Mooca, São Paulo Zona Leste, São Paulo",1.190
leste,300 m² construídos3 quartos,"Rua Doutor Domingos Americano, Jardim Iva, São Paulo Zona Leste, São Paulo",2.500
leste,50 m² construídos1 quarto,"Rua Umberto Gorgati, Vila Talarico, São Paulo Zona Leste, São Paulo",1.260
leste,70 m² construídos1 quarto,"Rua Japuruchita, Alto Da Mooca, São Paulo Zona Leste, São Paulo",2.000
leste,40 m² construídos1 quarto,"Rua Das Heras, Vila Lucia, São Paulo Zona Leste, São Paulo",920
leste,311 m² construídos,"Jardim Brasília (zona Leste), São Paulo Zona Leste, São Paulo",5.000
leste,38 m² construídos1 quarto,"Rua Rocha Fraga, Cangaíba, São Paulo Zona Leste, São Paulo",700
leste,35 m² construídos1 quarto,"Rua Jaboticabal, Vila Bertioga, São Paulo Zona Leste, São Paulo",1.650
leste,50 m² construídos1 quarto,"Rua Maria Teresa Assunção, Vila São Geraldo, São Paulo Zona Leste, São Paulo",1.000
leste,42 m² construídos2 quartos,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.000
leste,62 m² construídos3 quartos,"Avenida Cipriano Rodrigues, Vila Formosa, São Paulo Zona Leste, São Paulo",1.800
leste,28 m² construídos1 quarto,"Rua Alcácer Kehir, Vila Santo Estevão, São Paulo Zona Leste, São Paulo",1.122
leste,28 m² construídos1 quarto,"Rua Alcácer Kehir, Vila Santo Estevão, São Paulo Zona Leste, São Paulo",1.122
leste,1 quarto,"Nao Informado, Parque Das Paineiras, São Paulo Zona Leste, São Paulo",750
leste,40 m² construídos2 quartos,"Rua José Guimarães 7, Ermelino Matarazzo, São Paulo Zona Leste, São Paulo",750
leste,100 m² construídos2 quartos,"Rua Acariabu 38, Vila Nova York, São Paulo Zona Leste, São Paulo",1.600
leste,47 m² construídos2 quartos,"Agrimensor Sugaya 1437, Itaquera, São Paulo Zona Leste, São Paulo",1.208
leste,50 m² construídos1 quarto,"Rua Capitão Ferraioulo 125, Vila Invernada, São Paulo Zona Leste, São Paulo",850
leste,49 m² construídos2 quartos,"Rua Agrimensor Sugaya, Colônia (zona Leste), São Paulo Zona Leste, São Paulo",835
leste,32 m² construídos,"Rua Dario Pozzo, Conjunto Residencial José Bonifácio, São Paulo Zona Leste, São Paulo",700
leste,50 m² construídos2 quartos,"Freguesia De Poiares 178, Itaquera, São Paulo Zona Leste, São Paulo",1.000
leste,6 m² construídos1 quarto,"Amador Bueno Da Veiga 282, Penha De Franca, São Paulo Zona Leste, São Paulo",299
leste,57 m² construídos2 quartos,"Rua Maria Daffre, 155, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",2.000
leste,18 m² construídos1 quarto,"Rua Dom Bosco 613, Moóca, São Paulo Zona Leste, São Paulo",1.160
leste,291 m² construídos,"Conceição Do Formoso 373, Jardim Cotinha, São Paulo Zona Leste, São Paulo",13.000
leste,32 m² construídos1 quarto,"Principe Do Grão Para 134, Itaquera, São Paulo Zona Leste, São Paulo",990
leste,30 m² construídos,"Vila Moreira, São Paulo Zona Leste, São Paulo",1.500
leste,30 m² construídos1 quarto,"Vila Prudente, São Paulo Zona Leste, São Paulo",1.000
leste,38 m² construídos,"Vila Prudente, São Paulo Zona Leste, São Paulo",1.200
leste,1 m² construídos2 quartos,"Conjunto Residencial Sitio Oratório, São Paulo Zona Leste, São Paulo",1.250
leste,75 m² construídos3 quartos,"Vila Matilde, São Paulo Zona Leste, São Paulo",2.200
leste,180 m² construídos3 quartos,"Jardim Avelino, São Paulo Zona Leste, São Paulo",4.000
leste,125 m² construídos3 quartos,"Avenida Mário Alves, Jardim Pedro José Nunes, São Paulo Zona Leste, São Paulo",1.800
leste,45 m² construídos2 quartos,"Rua Fioravante Lopes Garcia, Jardim Belém, São Paulo Zona Leste, São Paulo",1.100
leste,115 m² construídos3 quartos,"Belenzinho, São Paulo Zona Leste, São Paulo",2.300
leste,70 m² construídos2 quartos,"Vila Mesquita, São Paulo Zona Leste, São Paulo",1.500
leste,470 m² construídos,"Rua Serra Do Japi, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",10.500
leste,"1,320 m² totais","Rua Abadiânia, Vila Guilhermina, São Paulo Zona Leste, São Paulo",15.000
leste,67 m² construídos2 quartos,"Avenida Manoel Dos Santos Braga, Vila Robertina, São Paulo Zona Leste, São Paulo",1.600
leste,40 m² construídos2 quartos,"Vila Silvia, São Paulo Zona Leste, São Paulo",1.400
leste,"2,600 m² construídos","Vila Granada, São Paulo Zona Leste, São Paulo",55.000
leste,28 m² construídos1 quarto,"Catumbi, São Paulo Zona Leste, São Paulo",1.200
leste,400 m² construídos,"Rua Astorga,
                430, Vila Guilhermina, São Paulo Zona Leste, São Paulo",30.000
leste,"2,000 m² construídos","Avenida São Miguel, Jardim Cotinha, São Paulo Zona Leste, São Paulo",52.000
leste,100 m² construídos,"Belenzinho, São Paulo Zona Leste, São Paulo",3.500
leste,900 m² construídos,"Rua Engenheiro Manuel Osório, Vila Doutor Eiras, São Paulo Zona Leste, São Paulo",12.000
leste,54 m² construídos2 quartos,"Rua Virgínia De Miranda, Jardim Norma, São Paulo Zona Leste, São Paulo",1.100
leste,40 m² construídos,"R. Vilela, 652, Vila Azevedo, São Paulo Zona Leste, São Paulo",2.850
leste,40 m² construídos1 quarto,"Rua Queriri, Chácara Califórnia, São Paulo Zona Leste, São Paulo",1.100
leste,30 m² construídos1 quarto,"Vila Prudente, São Paulo Zona Leste, São Paulo",1.010
leste,400 m² construídos,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",10.000
leste,200 m² construídos,"Rua Tijuco Preto,
                744, Tatuapé, São Paulo Zona Leste, São Paulo",20.000
leste,102 m² construídos3 quartos,"Avenida Celso Garcia, Tatuapé, São Paulo Zona Leste, São Paulo",4.240
leste,66 m² construídos2 quartos,"Rua Henrique Sertório, Tatuapé, São Paulo Zona Leste, São Paulo",3.066
leste,25 m² construídos,"Penha De Franca, São Paulo Zona Leste, São Paulo",1.450
leste,250 m² construídos,"Rua Flores Do Piauí, Itaquera, São Paulo Zona Leste, São Paulo",7.000
leste,"4,000 m² construídos","Jardim Vila Formosa, São Paulo Zona Leste, São Paulo",28.000
leste,40 m² construídos,"R. Vilela, 652, Vila Azevedo, São Paulo Zona Leste, São Paulo",2.750
leste,50 m² construídos2 quartos,"Rua Joviânia, Vila Carmosina, São Paulo Zona Leste, São Paulo",960
leste,28 m² construídos1 quarto,"Rua Tembetaru, Jardim Das Camélias, São Paulo Zona Leste, São Paulo",612
leste,35 m² construídos1 quarto,"Rua Norberto Esteves, Vila São Geraldo, São Paulo Zona Leste, São Paulo",750
leste,30 m² construídos,"Avenida São Miguel, Vila Norma, São Paulo Zona Leste, São Paulo",1.200
leste,70 m² totais2 quartos,"Chácara Seis De Outubro, São Paulo Zona Leste, São Paulo",1.900
leste,80 m² construídos1 quarto,"Rua Nova Jerusalem, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1.300
leste,38 m² construídos2 quartos,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.000
leste,50 m² construídos1 quarto,"Rua Monguba, Vila Carrão, São Paulo Zona Leste, São Paulo",1.000
oeste,70 m² construídos2 quartos,"Avenida Presidente Altíno, Jaguaré, São Paulo Zona Oeste, São Paulo",785
oeste,44 m² construídos1 quarto,"Rua Dona Veridiana, Higienópolis, São Paulo Zona Oeste, São Paulo",2.310
oeste,44 m² construídos2 quartos,"Avenida Raimundo Pereira De Magalhães, Jardim Íris, São Paulo Zona Oeste, São Paulo",1.300
oeste,65 m² construídos2 quartos,"Rua Santa Rosa Júnior, Vila Pirajussara, São Paulo Zona Oeste, São Paulo",1.600
oeste,172 m² construídos4 quartos,"Rua Carlos Weber, 457, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",5.000
oeste,280 m² construídos4 quartos,"Rua Desembargador Artur Whitaker, 268, Super Quadra Morumbi, São Paulo Zona Oeste, São Paulo",5.000
oeste,72 m² construídos2 quartos,"Rua Noêmia, Piqueri, São Paulo Zona Oeste, São Paulo",2.302
oeste,73 m² construídos3 quartos,"Avenida Doutor Cândido Motta Filho, Cidade São Francisco, São Paulo Zona Oeste, São Paulo",2.500
oeste,170 m² construídos3 quartos,"Alto Da Lapa, São Paulo Zona Oeste, São Paulo",5.000
oeste,29 m² construídos1 quarto,"Avenida Francisco Matarazzo, Água Branca, São Paulo Zona Oeste, São Paulo",850
oeste,42 m² construídos1 quarto,"Rua Sebastião Cortês, Perdizes, São Paulo Zona Oeste, São Paulo",1.500
oeste,64 m² construídos3 quartos,"Rua Manuel Jacinto, Vila Morse, São Paulo Zona Oeste, São Paulo",1.853
oeste,80 m² construídos1 quarto,"Rua Purpurina, Sumarezinho, São Paulo Zona Oeste, São Paulo",2.500
oeste,70 m² construídos2 quartos,"Rua Carlos Alberto Vanzolini, Vila Dos Remédios, São Paulo Zona Oeste, São Paulo",1.300
oeste,60 m² construídos2 quartos,"Rua Melo Palheta, Água Branca, São Paulo Zona Oeste, São Paulo",1.545
oeste,146 m² construídos3 quartos,"Rua Doutor Oscar Monteiro De Barros, Vila Suzana, São Paulo Zona Oeste, São Paulo",2.000
oeste,40 m² construídos1 quarto,"Rua Memória Antiga, Parque Sonia, São Paulo Zona Oeste, São Paulo",600
oeste,60 m² construídos2 quartos,"Rua Osiris Magalhães De Almeida, Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",1.700
oeste,100 m² construídos3 quartos,"Rua Cardoso De Almeida, Perdizes, São Paulo Zona Oeste, São Paulo",1.900
oeste,65 m² construídos2 quartos,"Avenida Santa Marina, Água Branca, São Paulo Zona Oeste, São Paulo",2.100
oeste,37 m² construídos1 quarto,"Rua Torres Da Barra, Água Branca, São Paulo Zona Oeste, São Paulo",1.530
oeste,57 m² construídos1 quarto,"Rua Fradique Coutinho, Pinheiros, São Paulo Zona Oeste, São Paulo",2.500
oeste,54 m² construídos2 quartos,"Avenida Guarapiranga, Morro Do Índio, São Paulo Zona Oeste, São Paulo",1.600
oeste,60 m² construídos2 quartos,"Rua Ribeiro De Barros, Vila Anglo Brasileira, São Paulo Zona Oeste, São Paulo",2.750
oeste,82 m² construídos3 quartos,"Rua Setúbal, 120, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",5.000
oeste,120 m² construídos4 quartos,"Rua Doutor Teodoro Quartim Barbosa, Vila São Francisco, São Paulo Zona Oeste, São Paulo",2.200
oeste,121 m² construídos3 quartos,"Rua Horácio Lane, Pinheiros, São Paulo Zona Oeste, São Paulo",9.000
oeste,60 m² construídos1 quarto,"Avenida Jaguaré, Jaguaré, São Paulo Zona Oeste, São Paulo",1.400
oeste,94 m² construídos2 quartos,"Avenida Mofarrej, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",3.600
oeste,32 m² construídos1 quarto,"Rua Cardeal Arcoverde, Pinheiros, São Paulo Zona Oeste, São Paulo",3.200
oeste,128 m² construídos3 quartos,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",3.800
oeste,75 m² construídos2 quartos,"Rua Tavares Bastos, Perdizes, São Paulo Zona Oeste, São Paulo",2.200
oeste,70 m² construídos3 quartos,"Rua Quitanduba, Caxingui, São Paulo Zona Oeste, São Paulo",1.800
oeste,180 m² construídos3 quartos,"Rua João Moura, Pinheiros, São Paulo Zona Oeste, São Paulo",5.300
oeste,56 m² construídos2 quartos,"Rua Edward Joseph, Vila Suzana, São Paulo Zona Oeste, São Paulo",1.500
oeste,70 m² construídos2 quartos,"Rua Doutor José Carlos De Toledo Piza, Jardim Parque Morumbi, São Paulo Zona Oeste, São Paulo",1.960
oeste,82 m² construídos3 quartos,"Rua Guiará, Vila Pompéia, São Paulo Zona Oeste, São Paulo",2.550
oeste,88 m² construídos3 quartos,"Rua Doutor Augusto De Miranda, Vila Pompéia, São Paulo Zona Oeste, São Paulo",2.678
oeste,135 m² construídos2 quartos,"Rua Pedro Zonta Neto, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",5.500
oeste,53 m² construídos2 quartos,"Rua Willis Roberto Banks, Parque Maria Domitila, São Paulo Zona Oeste, São Paulo",1.100
oeste,60 m² construídos2 quartos,"Rua Doutor Paulo Nogueira Filho, Vila Butantã, São Paulo Zona Oeste, São Paulo",2.000
oeste,650 m² construídos1 quarto,"Rua Maranhão, Higienópolis, São Paulo Zona Oeste, São Paulo",15.000
oeste,59 m² construídos2 quartos,"Rua Tibério, Água Branca, São Paulo Zona Oeste, São Paulo",2.500
oeste,30 m² construídos1 quarto,"Rua Professor José Horácio Meirelles Teixeira, Vila Suzana, São Paulo Zona Oeste, São Paulo",1.450
oeste,58 m² construídos1 quarto,"Rua Francisco Leitão, Pinheiros, São Paulo Zona Oeste, São Paulo",3.390
oeste,121 m² construídos3 quartos,"Avenida Mofarrej, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",5.400
oeste,73 m² construídos3 quartos,"Avenida Diógenes Ribeiro De Lima, Alto De Pinheiros, São Paulo Zona Oeste, São Paulo",2.625
oeste,42 m² construídos1 quarto,"Rua Apinajés, Perdizes, São Paulo Zona Oeste, São Paulo",1.610
oeste,111 m² construídos1 quarto,"Rua Cardoso De Almeida, Perdizes, São Paulo Zona Oeste, São Paulo",1.990
oeste,63 m² construídos2 quartos,"Rua Joseph Nigri, Água Branca, São Paulo Zona Oeste, São Paulo",4.600
oeste,31 m² construídos1 quarto,"Rua Torres Da Barra, Água Branca, São Paulo Zona Oeste, São Paulo",1.470
oeste,61 m² construídos2 quartos,"Avenida Santa Marina, Água Branca, São Paulo Zona Oeste, São Paulo",2.000
oeste,100 m² construídos3 quartos,"Rua Ministro Godói, Perdizes, São Paulo Zona Oeste, São Paulo",1.697
oeste,65 m² construídos2 quartos,"Rua Ministro Luiz Gallotti, Vila Cordeiro, São Paulo Zona Oeste, São Paulo",4.300
oeste,44 m² construídos1 quarto,"Rua Francisco Leitão, Pinheiros, São Paulo Zona Oeste, São Paulo",3.300
oeste,245 m² construídos4 quartos,"Rua Marechal Hastimphilo De Moura, Vila Suzana, São Paulo Zona Oeste, São Paulo",5.700
oeste,85 m² construídos3 quartos,"Rua Olívia Guedes Penteado, Morro Do Índio, São Paulo Zona Oeste, São Paulo",3.060
oeste,35 m² construídos1 quarto,"Rua Xavier Krauss, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",1.750
oeste,40 m² construídos1 quarto,"Rua Memória Antiga, Parque Sonia, São Paulo Zona Oeste, São Paulo",600
oeste,94 m² construídos3 quartos,"Avenida Mofarrej, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",3.239
oeste,62 m² construídos3 quartos,"Rua Brentano, Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",2.625
oeste,70 m² construídos3 quartos,"Avenida Otacílio Tomanik, Vila Polopoli, São Paulo Zona Oeste, São Paulo",2.970
oeste,35 m² construídos1 quarto,"Rua Turiassú, Perdizes, São Paulo Zona Oeste, São Paulo",2.629
oeste,82 m² construídos3 quartos,"Rua Apinajés, Perdizes, São Paulo Zona Oeste, São Paulo",1.800
oeste,126 m² construídos3 quartos,"Rua Coriolano, Vila Romana, São Paulo Zona Oeste, São Paulo",4.000
oeste,77 m² construídos3 quartos,"Sp-270, Jardim Arpoador, São Paulo Zona Oeste, São Paulo",2.205
oeste,60 m² construídos1 quarto,"Rua Dom Rosalvo, Sumarezinho, São Paulo Zona Oeste, São Paulo",3.500
oeste,50 m² construídos2 quartos,"Rua Jaracatia, Jardim Umarizal, São Paulo Zona Oeste, São Paulo",1.400
oeste,55 m² construídos1 quarto,"Rua Apinajés, Perdizes, São Paulo Zona Oeste, São Paulo",2.000
oeste,60 m² construídos2 quartos,"Rua Eugênio Lorenzetti, Jardim Íris, São Paulo Zona Oeste, São Paulo",1.300
oeste,57 m² construídos2 quartos,"Rodovia Raposo Tavares, Jardim Adhemar De Barros, São Paulo Zona Oeste, São Paulo",1.400
oeste,50 m² construídos2 quartos,"Avenida Padre Pereira De Andrade, Boaçava, São Paulo Zona Oeste, São Paulo",2.800
oeste,56 m² construídos2 quartos,"Rua Edward Joseph, Vila Suzana, São Paulo Zona Oeste, São Paulo",1.700
oeste,47 m² construídos2 quartos,"Rua William Speers, Lapa De Baixo, São Paulo Zona Oeste, São Paulo",1.370
oeste,60 m² construídos2 quartos,"Av Padre José Antonio Dos Santos, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2.070
oeste,90 m² construídos3 quartos,"Rua Votupoca, Vila Ipojuca, São Paulo Zona Oeste, São Paulo",3.900
oeste,58 m² construídos2 quartos,"Rua George Smith, Lapa, São Paulo Zona Oeste, São Paulo",2.300
oeste,65 m² construídos2 quartos,"Rua Corcovado, Parque Residencial Da Lapa, São Paulo Zona Oeste, São Paulo",1.450
oeste,120 m² construídos2 quartos,"Rua Marcus Pereira, Vila Suzana, São Paulo Zona Oeste, São Paulo",1.400
oeste,49 m² construídos1 quarto,"Rua Joel Carlos Borges, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2.000
oeste,60 m² construídos2 quartos,"Rua Professor Celso Quirino Dos Santos, Cidade São Francisco, São Paulo Zona Oeste, São Paulo",1.430
oeste,40 m² construídos2 quartos,"Avenida João Caiaffa, Jardim Taboão, São Paulo Zona Oeste, São Paulo",1.390
oeste,73 m² construídos3 quartos,"Avenida Diógenes Ribeiro De Lima, Alto De Pinheiros, São Paulo Zona Oeste, São Paulo",2.400
oeste,80 m² construídos2 quartos,"Avenida Martin Luther King, Cidade São Francisco, São Paulo Zona Oeste, São Paulo",2.600
oeste,25 m² construídos1 quarto,"Rua Alvarenga Peixoto, Vila Anastácio, São Paulo Zona Oeste, São Paulo",1.371
oeste,30 m² construídos1 quarto,"Rua Monte Alegre, Perdizes, São Paulo Zona Oeste, São Paulo",2.200
oeste,211 m² construídos4 quartos,"Rua Américo Alves Pereira Filho, Vila Morumbi, São Paulo Zona Oeste, São Paulo",4.100
oeste,100 m² construídos3 quartos,"Rua Haroldo Pachêco E Silva, Vila Ipojuca, São Paulo Zona Oeste, São Paulo",2.678
oeste,36 m² construídos1 quarto,"Avenida Padre Antônio José Dos Santos, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2.450
oeste,37 m² construídos1 quarto,"Rua Dona Maria Carolina, Jardim Paulistano, São Paulo Zona Oeste, São Paulo",5.000
oeste,138 m² construídos2 quartos,"Rua Apinajés, Perdizes, São Paulo Zona Oeste, São Paulo",4.500
oeste,81 m² construídos3 quartos,"Avenida Francisco Morato, Água Branca, São Paulo Zona Oeste, São Paulo",2.754
oeste,250 m² construídos4 quartos,"Rua Nicolina Vaz De Assis, Vila Gomes, São Paulo Zona Oeste, São Paulo",3.559
oeste,60 m² construídos1 quarto,"Rua Apinajés, Perdizes, São Paulo Zona Oeste, São Paulo",2.400
oeste,78 m² construídos2 quartos,"Rua Teodoro Sampaio, Pinheiros, São Paulo Zona Oeste, São Paulo",4.300
oeste,58 m² construídos2 quartos,"Rua João Simões De Souza, Vila Tiradentes, São Paulo Zona Oeste, São Paulo",2.575
oeste,68 m² construídos2 quartos,"Rua Deputado Lacerda Franco, Pinheiros, São Paulo Zona Oeste, São Paulo",2.280
oeste,70 m² construídos1 quarto,"Avenida Mofarrej, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",3.500
oeste,140 m² construídos3 quartos,"Rua Marechal Hastimphilo De Moura, Vila Suzana, São Paulo Zona Oeste, São Paulo",2.700
oeste,120 m² construídos2 quartos,"Rua Edvard De Vita Godoy, Parque Maria Domitila, São Paulo Zona Oeste, São Paulo",5.000
oeste,32 m² construídos1 quarto,"Rua Marie Nader Calfat, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",2.000
oeste,35 m² construídos1 quarto,"Rua Marie Nader Calfat, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",2.000
oeste,50 m² construídos2 quartos,"Rua Iperoig, Perdizes, São Paulo Zona Oeste, São Paulo",2.472
oeste,60 m² construídos1 quarto,"Rua Teodoro Sampaio, Pinheiros, São Paulo Zona Oeste, São Paulo",2.500
oeste,68 m² construídos2 quartos,"Rua Euclides De Andrade, Pinheiros, São Paulo Zona Oeste, São Paulo",4.900
oeste,57 m² construídos2 quartos,"Rua João Simões De Souza, Parque Rebouças, São Paulo Zona Oeste, São Paulo",2.200
oeste,40 m² construídos1 quarto,"Rua Memória Antiga, Parque Sonia, São Paulo Zona Oeste, São Paulo",600
oeste,60 m² construídos3 quartos,"Rua Arthur Soter Lopes Da Silva, Jardim Esmeralda, São Paulo Zona Oeste, São Paulo",2.040
oeste,225 m² construídos4 quartos,"Rua Banabuiú, Vila Comercial, São Paulo Zona Oeste, São Paulo",4.500
oeste,55 m² construídos1 quarto,"Rua George Ohm, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",5.500
oeste,100 m² construídos3 quartos,"Rua Cotoxó, Perdizes, São Paulo Zona Oeste, São Paulo",4.000
oeste,132 m² construídos3 quartos,"Rua Hans Nobiling, Jardim Europa, São Paulo Zona Oeste, São Paulo",7.500
oeste,33 m² construídos1 quarto,"Rua Capote Valente, Pinheiros, São Paulo Zona Oeste, São Paulo",4.000
oeste,200 m² construídos3 quartos,"Rua Francisco Soler, Jardim São Ricardo, São Paulo Zona Oeste, São Paulo",3.500
oeste,65 m² construídos1 quarto,"Avenida Padre Antônio José Dos Santos, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",4.300
oeste,57 m² construídos2 quartos,"Rua João Simões De Souza, Parque Rebouças, São Paulo Zona Oeste, São Paulo",1.750
oeste,25 m² construídos1 quarto,"Rua Turiassu, Perdizes, São Paulo Zona Oeste, São Paulo",2.000
oeste,49 m² construídos1 quarto,"Rua Dos Pinheiros, Pinheiros, São Paulo Zona Oeste, São Paulo",3.640
oeste,70 m² construídos3 quartos,"Avenida Doutor Guilherme Dumont Vilares, Jardim Londrina, São Paulo Zona Oeste, São Paulo",2.550
oeste,85 m² construídos2 quartos,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",2.884
oeste,59 m² construídos2 quartos,"Avenida Raimundo Pereira De Magalhães, Jardim Íris, São Paulo Zona Oeste, São Paulo",2.142
oeste,110 m² construídos3 quartos,"Rua Bartira, Perdizes, São Paulo Zona Oeste, São Paulo",5.500
oeste,138 m² construídos2 quartos,"Rua Apinajés, Perdizes, São Paulo Zona Oeste, São Paulo",4.500
oeste,60 m² construídos2 quartos,"Rua Teodoro Sampaio, Pinheiros, São Paulo Zona Oeste, São Paulo",3.756
oeste,87 m² construídos3 quartos,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",3.811
oeste,100 m² construídos2 quartos,"Rua Itapicuru, Perdizes, São Paulo Zona Oeste, São Paulo",3.060
oeste,50 m² construídos2 quartos,"Rua José Álvares Maciel, Jardim Adhemar De Barros, São Paulo Zona Oeste, São Paulo",1.300
oeste,35 m² construídos1 quarto,"Rua Olímpio Nogueira, Jardim Ester Yolanda, São Paulo Zona Oeste, São Paulo",1.350
oeste,70 m² construídos2 quartos,"Rua Aimberê, Perdizes, São Paulo Zona Oeste, São Paulo",1.995
oeste,65 m² construídos2 quartos,"Rua Itambé, Higienópolis, São Paulo Zona Oeste, São Paulo",3.150
oeste,100 m² construídos3 quartos,"Rua Rolândia, Vila Lageado, São Paulo Zona Oeste, São Paulo",1.648
oeste,58 m² construídos2 quartos,"Rua Jorge Americano, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",1.648
oeste,40 m² construídos1 quarto,"Rua Armando Shibata, Jardim Rizzo, São Paulo Zona Oeste, São Paulo",1.200
oeste,47 m² construídos2 quartos,"Rua Diana, Perdizes, São Paulo Zona Oeste, São Paulo",2.300
oeste,55 m² construídos2 quartos,"Rua Hungara, Vila Ipojuca, São Paulo Zona Oeste, São Paulo",1.900
oeste,200 m² construídos4 quartos,"Rua Wanderley, Perdizes, São Paulo Zona Oeste, São Paulo",6.000
oeste,256 m² construídos3 quartos,"Rua Marcus Pereira, Vila Suzana, São Paulo Zona Oeste, São Paulo",6.000
oeste,75 m² construídos2 quartos,"Rua Apiacás, Perdizes, São Paulo Zona Oeste, São Paulo",2.500
oeste,54 m² construídos2 quartos,"Rua Padre Artur Somensi, Vila Madalena, São Paulo Zona Oeste, São Paulo",3.069
oeste,70 m² construídos1 quarto,"Rua João Baldinato, Vila Suzana, São Paulo Zona Oeste, São Paulo",2.900
oeste,37 m² construídos1 quarto,"Rua Xerentes, Perdizes, São Paulo Zona Oeste, São Paulo",2.300
