zona,enderecos_lista,aluguel,area,quartos
leste,"Rua Nova Jerusalem, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1.300,80.0,1.0
leste,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.000,38.0,2.0
leste,"Rua Monguba, Vila Carrão, São Paulo Zona Leste, São Paulo",1.000,50.0,1.0
oeste,"Avenida Presidente Altíno, Jaguaré, São Paulo Zona Oeste, São Paulo",785,70.0,2.0
oeste,"Rua Dona Veridiana, Higienópolis, São Paulo Zona Oeste, São Paulo",2.310,44.0,1.0
oeste,"Avenida Raimundo Pereira De Magalhães, Jardim Íris, São Paulo Zona Oeste, São Paulo",1.300,44.0,2.0
oeste,"Rua Santa Rosa Júnior, Vila Pirajussara, São Paulo Zona Oeste, São Paulo",1.600,65.0,2.0
oeste,"Rua Carlos Weber, 457, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",5.000,172.0,4.0
oeste,"Rua Desembargador Artur Whitaker, 268, Super Quadra Morumbi, São Paulo Zona Oeste, São Paulo",5.000,280.0,4.0
oeste,"Rua Noêmia, Piqueri, São Paulo Zona Oeste, São Paulo",2.302,72.0,2.0
oeste,"Avenida Doutor Cândido Motta Filho, Cidade São Francisco, São Paulo Zona Oeste, São Paulo",2.500,73.0,3.0
oeste,"Alto Da Lapa, São Paulo Zona Oeste, São Paulo",5.000,170.0,3.0
oeste,"Avenida Francisco Matarazzo, Água Branca, São Paulo Zona Oeste, São Paulo",850,29.0,1.0
oeste,"Rua Sebastião Cortês, Perdizes, São Paulo Zona Oeste, São Paulo",1.500,42.0,1.0
oeste,"Rua Manuel Jacinto, Vila Morse, São Paulo Zona Oeste, São Paulo",1.853,64.0,3.0
oeste,"Rua Purpurina, Sumarezinho, São Paulo Zona Oeste, São Paulo",2.500,80.0,1.0
oeste,"Rua Carlos Alberto Vanzolini, Vila Dos Remédios, São Paulo Zona Oeste, São Paulo",1.300,70.0,2.0
oeste,"Rua Melo Palheta, Água Branca, São Paulo Zona Oeste, São Paulo",1.545,60.0,2.0
oeste,"Rua Doutor Oscar Monteiro De Barros, Vila Suzana, São Paulo Zona Oeste, São Paulo",2.000,146.0,3.0
oeste,"Rua Memória Antiga, Parque Sonia, São Paulo Zona Oeste, São Paulo",600,40.0,1.0
oeste,"Rua Osiris Magalhães De Almeida, Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",1.700,60.0,2.0
oeste,"Rua Cardoso De Almeida, Perdizes, São Paulo Zona Oeste, São Paulo",1.900,100.0,3.0
oeste,"Avenida Santa Marina, Água Branca, São Paulo Zona Oeste, São Paulo",2.100,65.0,2.0
oeste,"Rua Torres Da Barra, Água Branca, São Paulo Zona Oeste, São Paulo",1.530,37.0,1.0
oeste,"Rua Fradique Coutinho, Pinheiros, São Paulo Zona Oeste, São Paulo",2.500,57.0,1.0
oeste,"Avenida Guarapiranga, Morro Do Índio, São Paulo Zona Oeste, São Paulo",1.600,54.0,2.0
oeste,"Rua Ribeiro De Barros, Vila Anglo Brasileira, São Paulo Zona Oeste, São Paulo",2.750,60.0,2.0
oeste,"Rua Setúbal, 120, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",5.000,82.0,3.0
oeste,"Rua Doutor Teodoro Quartim Barbosa, Vila São Francisco, São Paulo Zona Oeste, São Paulo",2.200,120.0,4.0
oeste,"Rua Horácio Lane, Pinheiros, São Paulo Zona Oeste, São Paulo",9.000,121.0,3.0
oeste,"Avenida Jaguaré, Jaguaré, São Paulo Zona Oeste, São Paulo",1.400,60.0,1.0
oeste,"Avenida Mofarrej, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",3.600,94.0,2.0
oeste,"Rua Cardeal Arcoverde, Pinheiros, São Paulo Zona Oeste, São Paulo",3.200,32.0,1.0
oeste,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",3.800,128.0,3.0
oeste,"Rua Tavares Bastos, Perdizes, São Paulo Zona Oeste, São Paulo",2.200,75.0,2.0
oeste,"Rua Quitanduba, Caxingui, São Paulo Zona Oeste, São Paulo",1.800,70.0,3.0
oeste,"Rua João Moura, Pinheiros, São Paulo Zona Oeste, São Paulo",5.300,180.0,3.0
oeste,"Rua Edward Joseph, Vila Suzana, São Paulo Zona Oeste, São Paulo",1.500,56.0,2.0
oeste,"Rua Doutor José Carlos De Toledo Piza, Jardim Parque Morumbi, São Paulo Zona Oeste, São Paulo",1.960,70.0,2.0
oeste,"Rua Guiará, Vila Pompéia, São Paulo Zona Oeste, São Paulo",2.550,82.0,3.0
oeste,"Rua Doutor Augusto De Miranda, Vila Pompéia, São Paulo Zona Oeste, São Paulo",2.678,88.0,3.0
oeste,"Rua Pedro Zonta Neto, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",5.500,135.0,2.0
oeste,"Rua Willis Roberto Banks, Parque Maria Domitila, São Paulo Zona Oeste, São Paulo",1.100,53.0,2.0
oeste,"Rua Doutor Paulo Nogueira Filho, Vila Butantã, São Paulo Zona Oeste, São Paulo",2.000,60.0,2.0
oeste,"Rua Maranhão, Higienópolis, São Paulo Zona Oeste, São Paulo",15.000,650.0,1.0
oeste,"Rua Tibério, Água Branca, São Paulo Zona Oeste, São Paulo",2.500,59.0,2.0
oeste,"Rua Professor José Horácio Meirelles Teixeira, Vila Suzana, São Paulo Zona Oeste, São Paulo",1.450,30.0,1.0
oeste,"Rua Francisco Leitão, Pinheiros, São Paulo Zona Oeste, São Paulo",3.390,58.0,1.0
oeste,"Avenida Mofarrej, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",5.400,121.0,3.0
oeste,"Avenida Diógenes Ribeiro De Lima, Alto De Pinheiros, São Paulo Zona Oeste, São Paulo",2.625,73.0,3.0
oeste,"Rua Apinajés, Perdizes, São Paulo Zona Oeste, São Paulo",1.610,42.0,1.0
oeste,"Rua Cardoso De Almeida, Perdizes, São Paulo Zona Oeste, São Paulo",1.990,111.0,1.0
oeste,"Rua Joseph Nigri, Água Branca, São Paulo Zona Oeste, São Paulo",4.600,63.0,2.0
oeste,"Rua Torres Da Barra, Água Branca, São Paulo Zona Oeste, São Paulo",1.470,31.0,1.0
oeste,"Avenida Santa Marina, Água Branca, São Paulo Zona Oeste, São Paulo",2.000,61.0,2.0
oeste,"Rua Ministro Godói, Perdizes, São Paulo Zona Oeste, São Paulo",1.697,100.0,3.0
oeste,"Rua Ministro Luiz Gallotti, Vila Cordeiro, São Paulo Zona Oeste, São Paulo",4.300,65.0,2.0
oeste,"Rua Francisco Leitão, Pinheiros, São Paulo Zona Oeste, São Paulo",3.300,44.0,1.0
oeste,"Rua Marechal Hastimphilo De Moura, Vila Suzana, São Paulo Zona Oeste, São Paulo",5.700,245.0,4.0
oeste,"Rua Olívia Guedes Penteado, Morro Do Índio, São Paulo Zona Oeste, São Paulo",3.060,85.0,3.0
oeste,"Rua Xavier Krauss, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",1.750,35.0,1.0
oeste,"Rua Memória Antiga, Parque Sonia, São Paulo Zona Oeste, São Paulo",600,40.0,1.0
oeste,"Avenida Mofarrej, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",3.239,94.0,3.0
oeste,"Rua Brentano, Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",2.625,62.0,3.0
oeste,"Avenida Otacílio Tomanik, Vila Polopoli, São Paulo Zona Oeste, São Paulo",2.970,70.0,3.0
oeste,"Rua Turiassú, Perdizes, São Paulo Zona Oeste, São Paulo",2.629,35.0,1.0
oeste,"Rua Apinajés, Perdizes, São Paulo Zona Oeste, São Paulo",1.800,82.0,3.0
oeste,"Rua Coriolano, Vila Romana, São Paulo Zona Oeste, São Paulo",4.000,126.0,3.0
oeste,"Sp-270, Jardim Arpoador, São Paulo Zona Oeste, São Paulo",2.205,77.0,3.0
oeste,"Rua Dom Rosalvo, Sumarezinho, São Paulo Zona Oeste, São Paulo",3.500,60.0,1.0
oeste,"Rua Jaracatia, Jardim Umarizal, São Paulo Zona Oeste, São Paulo",1.400,50.0,2.0
oeste,"Rua Apinajés, Perdizes, São Paulo Zona Oeste, São Paulo",2.000,55.0,1.0
oeste,"Rua Eugênio Lorenzetti, Jardim Íris, São Paulo Zona Oeste, São Paulo",1.300,60.0,2.0
oeste,"Rodovia Raposo Tavares, Jardim Adhemar De Barros, São Paulo Zona Oeste, São Paulo",1.400,57.0,2.0
oeste,"Avenida Padre Pereira De Andrade, Boaçava, São Paulo Zona Oeste, São Paulo",2.800,50.0,2.0
oeste,"Rua Edward Joseph, Vila Suzana, São Paulo Zona Oeste, São Paulo",1.700,56.0,2.0
oeste,"Rua William Speers, Lapa De Baixo, São Paulo Zona Oeste, São Paulo",1.370,47.0,2.0
oeste,"Av Padre José Antonio Dos Santos, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2.070,60.0,2.0
oeste,"Rua Votupoca, Vila Ipojuca, São Paulo Zona Oeste, São Paulo",3.900,90.0,3.0
oeste,"Rua George Smith, Lapa, São Paulo Zona Oeste, São Paulo",2.300,58.0,2.0
oeste,"Rua Corcovado, Parque Residencial Da Lapa, São Paulo Zona Oeste, São Paulo",1.450,65.0,2.0
oeste,"Rua Marcus Pereira, Vila Suzana, São Paulo Zona Oeste, São Paulo",1.400,120.0,2.0
oeste,"Rua Joel Carlos Borges, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2.000,49.0,1.0
oeste,"Rua Professor Celso Quirino Dos Santos, Cidade São Francisco, São Paulo Zona Oeste, São Paulo",1.430,60.0,2.0
oeste,"Avenida João Caiaffa, Jardim Taboão, São Paulo Zona Oeste, São Paulo",1.390,40.0,2.0
oeste,"Avenida Diógenes Ribeiro De Lima, Alto De Pinheiros, São Paulo Zona Oeste, São Paulo",2.400,73.0,3.0
oeste,"Avenida Martin Luther King, Cidade São Francisco, São Paulo Zona Oeste, São Paulo",2.600,80.0,2.0
oeste,"Rua Alvarenga Peixoto, Vila Anastácio, São Paulo Zona Oeste, São Paulo",1.371,25.0,1.0
oeste,"Rua Monte Alegre, Perdizes, São Paulo Zona Oeste, São Paulo",2.200,30.0,1.0
oeste,"Rua Américo Alves Pereira Filho, Vila Morumbi, São Paulo Zona Oeste, São Paulo",4.100,211.0,4.0
oeste,"Rua Haroldo Pachêco E Silva, Vila Ipojuca, São Paulo Zona Oeste, São Paulo",2.678,100.0,3.0
oeste,"Avenida Padre Antônio José Dos Santos, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2.450,36.0,1.0
oeste,"Rua Dona Maria Carolina, Jardim Paulistano, São Paulo Zona Oeste, São Paulo",5.000,37.0,1.0
oeste,"Rua Apinajés, Perdizes, São Paulo Zona Oeste, São Paulo",4.500,138.0,2.0
oeste,"Avenida Francisco Morato, Água Branca, São Paulo Zona Oeste, São Paulo",2.754,81.0,3.0
oeste,"Rua Nicolina Vaz De Assis, Vila Gomes, São Paulo Zona Oeste, São Paulo",3.559,250.0,4.0
oeste,"Rua Apinajés, Perdizes, São Paulo Zona Oeste, São Paulo",2.400,60.0,1.0
oeste,"Rua Teodoro Sampaio, Pinheiros, São Paulo Zona Oeste, São Paulo",4.300,78.0,2.0
oeste,"Rua João Simões De Souza, Vila Tiradentes, São Paulo Zona Oeste, São Paulo",2.575,58.0,2.0
oeste,"Rua Deputado Lacerda Franco, Pinheiros, São Paulo Zona Oeste, São Paulo",2.280,68.0,2.0
oeste,"Avenida Mofarrej, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",3.500,70.0,1.0
oeste,"Rua Marechal Hastimphilo De Moura, Vila Suzana, São Paulo Zona Oeste, São Paulo",2.700,140.0,3.0
oeste,"Rua Edvard De Vita Godoy, Parque Maria Domitila, São Paulo Zona Oeste, São Paulo",5.000,120.0,2.0
oeste,"Rua Marie Nader Calfat, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",2.000,32.0,1.0
oeste,"Rua Marie Nader Calfat, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",2.000,35.0,1.0
oeste,"Rua Iperoig, Perdizes, São Paulo Zona Oeste, São Paulo",2.472,50.0,2.0
oeste,"Rua Teodoro Sampaio, Pinheiros, São Paulo Zona Oeste, São Paulo",2.500,60.0,1.0
oeste,"Rua Euclides De Andrade, Pinheiros, São Paulo Zona Oeste, São Paulo",4.900,68.0,2.0
oeste,"Rua João Simões De Souza, Parque Rebouças, São Paulo Zona Oeste, São Paulo",2.200,57.0,2.0
oeste,"Rua Memória Antiga, Parque Sonia, São Paulo Zona Oeste, São Paulo",600,40.0,1.0
oeste,"Rua Arthur Soter Lopes Da Silva, Jardim Esmeralda, São Paulo Zona Oeste, São Paulo",2.040,60.0,3.0
oeste,"Rua Banabuiú, Vila Comercial, São Paulo Zona Oeste, São Paulo",4.500,225.0,4.0
oeste,"Rua George Ohm, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",5.500,55.0,1.0
oeste,"Rua Cotoxó, Perdizes, São Paulo Zona Oeste, São Paulo",4.000,100.0,3.0
oeste,"Rua Hans Nobiling, Jardim Europa, São Paulo Zona Oeste, São Paulo",7.500,132.0,3.0
oeste,"Rua Capote Valente, Pinheiros, São Paulo Zona Oeste, São Paulo",4.000,33.0,1.0
oeste,"Rua Francisco Soler, Jardim São Ricardo, São Paulo Zona Oeste, São Paulo",3.500,200.0,3.0
oeste,"Avenida Padre Antônio José Dos Santos, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",4.300,65.0,1.0
oeste,"Rua João Simões De Souza, Parque Rebouças, São Paulo Zona Oeste, São Paulo",1.750,57.0,2.0
oeste,"Rua Turiassu, Perdizes, São Paulo Zona Oeste, São Paulo",2.000,25.0,1.0
oeste,"Rua Dos Pinheiros, Pinheiros, São Paulo Zona Oeste, São Paulo",3.640,49.0,1.0
oeste,"Avenida Doutor Guilherme Dumont Vilares, Jardim Londrina, São Paulo Zona Oeste, São Paulo",2.550,70.0,3.0
oeste,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",2.884,85.0,2.0
oeste,"Avenida Raimundo Pereira De Magalhães, Jardim Íris, São Paulo Zona Oeste, São Paulo",2.142,59.0,2.0
oeste,"Rua Bartira, Perdizes, São Paulo Zona Oeste, São Paulo",5.500,110.0,3.0
oeste,"Rua Apinajés, Perdizes, São Paulo Zona Oeste, São Paulo",4.500,138.0,2.0
oeste,"Rua Teodoro Sampaio, Pinheiros, São Paulo Zona Oeste, São Paulo",3.756,60.0,2.0
oeste,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",3.811,87.0,3.0
oeste,"Rua Itapicuru, Perdizes, São Paulo Zona Oeste, São Paulo",3.060,100.0,2.0
oeste,"Rua José Álvares Maciel, Jardim Adhemar De Barros, São Paulo Zona Oeste, São Paulo",1.300,50.0,2.0
oeste,"Rua Olímpio Nogueira, Jardim Ester Yolanda, São Paulo Zona Oeste, São Paulo",1.350,35.0,1.0
oeste,"Rua Aimberê, Perdizes, São Paulo Zona Oeste, São Paulo",1.995,70.0,2.0
oeste,"Rua Itambé, Higienópolis, São Paulo Zona Oeste, São Paulo",3.150,65.0,2.0
oeste,"Rua Rolândia, Vila Lageado, São Paulo Zona Oeste, São Paulo",1.648,100.0,3.0
oeste,"Rua Jorge Americano, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",1.648,58.0,2.0
oeste,"Rua Armando Shibata, Jardim Rizzo, São Paulo Zona Oeste, São Paulo",1.200,40.0,1.0
oeste,"Rua Diana, Perdizes, São Paulo Zona Oeste, São Paulo",2.300,47.0,2.0
oeste,"Rua Hungara, Vila Ipojuca, São Paulo Zona Oeste, São Paulo",1.900,55.0,2.0
oeste,"Rua Wanderley, Perdizes, São Paulo Zona Oeste, São Paulo",6.000,200.0,4.0
oeste,"Rua Marcus Pereira, Vila Suzana, São Paulo Zona Oeste, São Paulo",6.000,256.0,3.0
oeste,"Rua Apiacás, Perdizes, São Paulo Zona Oeste, São Paulo",2.500,75.0,2.0
oeste,"Rua Padre Artur Somensi, Vila Madalena, São Paulo Zona Oeste, São Paulo",3.069,54.0,2.0
oeste,"Rua João Baldinato, Vila Suzana, São Paulo Zona Oeste, São Paulo",2.900,70.0,1.0
oeste,"Rua Xerentes, Perdizes, São Paulo Zona Oeste, São Paulo",2.300,37.0,1.0
oeste,"Rua Joseph Nigri, Água Branca, São Paulo Zona Oeste, São Paulo",4.600,69.0,2.0
oeste,"Rua Hassib Mofarrej, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",1.802,35.0,2.0
oeste,"Rua Domingos Lopes Da Silva, Vila Suzana, São Paulo Zona Oeste, São Paulo",1.950,38.0,1.0
oeste,"Rua Santa Isabel Do Rio Negro, Jardim Íris, São Paulo Zona Oeste, São Paulo",1.200,40.0,2.0
oeste,"Rua Carlos Weber, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",5.900,171.0,3.0
oeste,"Rua Ministro Ferreira Alves, Perdizes, São Paulo Zona Oeste, São Paulo",5.000,126.0,3.0
oeste,"Rua Bartira, Perdizes, São Paulo Zona Oeste, São Paulo",4.400,217.0,4.0
oeste,"Rua Ministro Godói, Perdizes, São Paulo Zona Oeste, São Paulo",4.200,92.0,3.0
oeste,"Rua Caraíbas, Perdizes, São Paulo Zona Oeste, São Paulo",12.000,190.0,4.0
oeste,"Rua Américo Alves Pereira Filho, Vila Morumbi, São Paulo Zona Oeste, São Paulo",5.000,215.0,3.0
oeste,"Rua Manoel Gonçalves Mão Cheia, Instituto De Previdência, São Paulo Zona Oeste, São Paulo",1.400,30.0,1.0
oeste,"Rua Professor Artur Ramos, Jardim Paulistano, São Paulo Zona Oeste, São Paulo",8.000,180.0,4.0
oeste,"Avenida Pompéia, Vila Pompéia, São Paulo Zona Oeste, São Paulo",4.000,120.0,3.0
oeste,"Rua Carlos Weber, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",3.000,82.0,3.0
oeste,"Rua Simpatia, Jardim Das Bandeiras, São Paulo Zona Oeste, São Paulo",8.450,168.0,3.0
oeste,"Rua João Moura, Pinheiros, São Paulo Zona Oeste, São Paulo",4.500,120.0,3.0
oeste,"Rua Quitanduba, Caxingui, São Paulo Zona Oeste, São Paulo",2.100,84.0,3.0
oeste,"Rua Cardoso De Almeida, Perdizes, São Paulo Zona Oeste, São Paulo",3.850,115.0,3.0
oeste,"Rua Ascencional, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",1.770,52.0,1.0
oeste,"Rua Benedito Fáber, Super Quadra Morumbi, São Paulo Zona Oeste, São Paulo",1.673,54.0,2.0
oeste,"Avenida Do Rio Pequeno, Rio Pequeno, São Paulo Zona Oeste, São Paulo",2.200,48.0,1.0
oeste,"Rua Vera Cruz, Jardim Novo Santo Amaro, São Paulo Zona Oeste, São Paulo",2.500,82.0,3.0
oeste,"Rua Doutor Paulo Ribeiro Coelho, Jardim Ester Yolanda, São Paulo Zona Oeste, São Paulo",1.400,40.0,1.0
oeste,"Rua Doutor Paulo Ribeiro Coelho, Jardim Ester Yolanda, São Paulo Zona Oeste, São Paulo",1.400,40.0,1.0
oeste,"Rua Doutor Paulo Ribeiro Coelho, Jardim Ester Yolanda, São Paulo Zona Oeste, São Paulo",1.500,40.0,1.0
oeste,"Rua Cerro Corá, Vila Romana, São Paulo Zona Oeste, São Paulo",2.500,79.0,2.0
oeste,"Rua Doutor Paulo Ribeiro Coelho, Jardim Ester Yolanda, São Paulo Zona Oeste, São Paulo",1.400,40.0,1.0
oeste,"Rua Coronel Luís Barroso, Jardim Novo Santo Amaro, São Paulo Zona Oeste, São Paulo",1.900,31.0,1.0
oeste,"Rua Doutor Paulo Ribeiro Coelho, Jardim Ester Yolanda, São Paulo Zona Oeste, São Paulo",1.400,40.0,1.0
oeste,"Rua Francisco Luiz De Souza Júnior, Água Branca, São Paulo Zona Oeste, São Paulo",3.000,70.0,2.0
oeste,"Rua Brentano, Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",2.850,65.0,2.0
oeste,"Rua Doutor José De Andrade Figueira, Vila Suzana, São Paulo Zona Oeste, São Paulo",1.915,120.0,2.0
oeste,"Rua Doutor Paulo Ribeiro Coelho, Jardim Ester Yolanda, São Paulo Zona Oeste, São Paulo",1.500,40.0,1.0
oeste,"Rua Itaiteva, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",1.600,49.0,2.0
oeste,"Rua Mauricina, Vila Romana, São Paulo Zona Oeste, São Paulo",3.450,170.0,2.0
oeste,"Rua Eugênio De Medeiros, Pinheiros, São Paulo Zona Oeste, São Paulo",5.000,60.0,2.0
oeste,"Avenida Escola Politécnica, Rio Pequeno, São Paulo Zona Oeste, São Paulo",3.708,151.0,2.0
oeste,"Rua José Arzão, Vila Praia, São Paulo Zona Oeste, São Paulo",2.600,54.0,2.0
oeste,"Av Manoel Pedro Pimentel, Parque Continental, São Paulo Zona Oeste, São Paulo",1.300,65.0,2.0
oeste,"Rua Oscar Freire, Pinheiros, São Paulo Zona Oeste, São Paulo",2.200,40.0,1.0
oeste,"Rua M.m.d.c, Butantã, São Paulo Zona Oeste, São Paulo",3.175,55.0,1.0
oeste,"Rua Pascoal Vita, Vila Madalena, São Paulo Zona Oeste, São Paulo",3.500,75.0,1.0
oeste,"Rua Vupabussu, Pinheiros, São Paulo Zona Oeste, São Paulo",3.850,56.0,2.0
oeste,"Rua Monte Caseros, Vila Gomes, São Paulo Zona Oeste, São Paulo",2.678,68.0,2.0
oeste,"Rua Vupabussu, Pinheiros, São Paulo Zona Oeste, São Paulo",2.850,42.0,1.0
oeste,"Rua Itapicuru, Perdizes, São Paulo Zona Oeste, São Paulo",3.300,94.0,2.0
oeste,"Avenida Aparecida Do Rio Negro, Jardim Íris, São Paulo Zona Oeste, São Paulo",1.200,42.0,2.0
oeste,"Rua Sansão Alves Dos Santos, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2.925,52.0,1.0
oeste,"Avenida General Mac Arthur, Vila Lageado, São Paulo Zona Oeste, São Paulo",2.856,70.0,2.0
oeste,"Rua Aroaba, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",3.039,72.0,2.0
oeste,"Rua Camillo Nader, Vila Morumbi, São Paulo Zona Oeste, São Paulo",2.000,290.0,4.0
oeste,"Rua Ucaiari, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",4.635,300.0,3.0
oeste,"Rua Heitor Penteado, Sumarezinho, São Paulo Zona Oeste, São Paulo",2.300,44.0,1.0
oeste,"Rua Ministro Nelson Hungria, Vila Tramontano, São Paulo Zona Oeste, São Paulo",2.200,46.0,1.0
oeste,"Rua Oscar Freire, Pinheiros, São Paulo Zona Oeste, São Paulo",5.800,86.0,2.0
oeste,"Rua Alagoas, Higienópolis, São Paulo Zona Oeste, São Paulo",2.419,75.0,1.0
oeste,"Rua Jean Peltier, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",4.100,70.0,1.0
oeste,"Rua Teodoro Sampaio, Pinheiros, São Paulo Zona Oeste, São Paulo",2.400,45.0,2.0
oeste,"Rua Turiassú, Perdizes, São Paulo Zona Oeste, São Paulo",4.700,85.0,3.0
oeste,"Rua Flórida, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2.800,37.0,1.0
oeste,"Rua Diana, Perdizes, São Paulo Zona Oeste, São Paulo",3.100,65.0,2.0
oeste,"Rua Stefan Marek Neuding, Jardim Sílvia (zona Oeste), São Paulo Zona Oeste, São Paulo",15.000,467.0,4.0
oeste,"Avenida São Gualter, Vila Ida, São Paulo Zona Oeste, São Paulo",5.000,290.0,3.0
oeste,"Rua Bergamota, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",3.800,103.0,3.0
oeste,"Rua Ferreira De Araújo, Pinheiros, São Paulo Zona Oeste, São Paulo",6.500,68.0,2.0
oeste,"Rua Ministro Nelson Hungria, Vila Tramontano, São Paulo Zona Oeste, São Paulo",2.000,48.0,1.0
oeste,"Rua Campos Bicudo, Jardim Europa, São Paulo Zona Oeste, São Paulo",1.900,42.0,1.0
oeste,"Rua Inácio Luís Da Costa, Parque São Domingos, São Paulo Zona Oeste, São Paulo",3.500,180.0,3.0
oeste,"Rua Bazílio Da Silva, Jardim Monte Alegre, São Paulo Zona Oeste, São Paulo",1.450,55.0,3.0
oeste,"Rua Corinto, Vila Indiana, São Paulo Zona Oeste, São Paulo",1.800,55.0,2.0
oeste,"Avenida Eusébio Matoso, Pinheiros, São Paulo Zona Oeste, São Paulo",4.573,85.0,2.0
oeste,"Rodovia Raposo Tavares, Jardim Adhemar De Barros, São Paulo Zona Oeste, São Paulo",1.100,54.0,2.0
oeste,"Rua Francisco Dias Velho, Vila Cordeiro, São Paulo Zona Oeste, São Paulo",13.000,170.0,2.0
oeste,"Rua Eugene Carriere, Jardim Das Vertentes, São Paulo Zona Oeste, São Paulo",2.050,52.0,2.0
oeste,"Rua João Simões De Souza, Parque Rebouças, São Paulo Zona Oeste, São Paulo",2.630,70.0,2.0
oeste,"Rua Fradique Coutinho, Pinheiros, São Paulo Zona Oeste, São Paulo",2.600,73.0,2.0
oeste,"Rua João Ramalho, Perdizes, São Paulo Zona Oeste, São Paulo",2.244,113.0,2.0
oeste,"Rua Comendador Francisco Pettinati, Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",1.800,52.0,2.0
oeste,"Avenida Higienópolis, Higienópolis, São Paulo Zona Oeste, São Paulo",2.557,80.0,2.0
oeste,"Rua Leonardo Mota, Vila Indiana, São Paulo Zona Oeste, São Paulo",4.500,174.0,4.0
oeste,"Rua Ciro Costa, Perdizes, São Paulo Zona Oeste, São Paulo",3.350,67.0,2.0
oeste,"Rua Cardeal Arcoverde, Pinheiros, São Paulo Zona Oeste, São Paulo",6.000,71.0,1.0
oeste,"Rua Flórida, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3.700,100.0,3.0
oeste,"Rua Hassib Mofarrej, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2.600,34.0,2.0
oeste,"R. Capote Valente, Pinheiros, São Paulo Zona Oeste, São Paulo",3.500,42.0,1.0
oeste,"Rua Paulo Franco, Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",3.500,79.0,1.0
oeste,"Rua Suzano, Jardim Catanduva, São Paulo Zona Oeste, São Paulo",3.700,35.0,1.0
oeste,"Rua João Simões De Souza, Parque Rebouças, São Paulo Zona Oeste, São Paulo",2.200,57.0,2.0
oeste,"Avenida Aparecida Do Rio Negro, Jardim Íris, São Paulo Zona Oeste, São Paulo",1.500,42.0,2.0
oeste,"Avenida José Joaquim Seabra, Jardim Ivana, São Paulo Zona Oeste, São Paulo",2.000,56.0,2.0
oeste,"Rua Professor João Arruda, Perdizes, São Paulo Zona Oeste, São Paulo",2.700,104.0,3.0
oeste,"Rua Fidalga, Pinheiros, São Paulo Zona Oeste, São Paulo",4.000,61.0,1.0
oeste,"Rua Luís Filgueira Souto, Parque São Domingos, São Paulo Zona Oeste, São Paulo",3.219,130.0,3.0
oeste,"Rua Tavares Cabral, Pinheiros, São Paulo Zona Oeste, São Paulo",6.700,72.0,2.0
oeste,"Rua Senador César Lacerda Vergueiro, Sumarezinho, São Paulo Zona Oeste, São Paulo",4.080,110.0,3.0
oeste,"Rua Olívia Guedes Penteado, Morro Do Índio, São Paulo Zona Oeste, São Paulo",2.180,54.0,2.0
oeste,"Rua Doutor Oscar Monteiro De Barros, Vila Suzana, São Paulo Zona Oeste, São Paulo",7.990,186.0,4.0
oeste,"Rua Xavier Krauss, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2.100,36.0,2.0
oeste,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",2.350,35.0,1.0
